Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
LEJU,Leju Holdings Limited,13.52,1785037758,n/a,2014,Finance,Real Estate,http://www.nasdaq.com/symbol/leju
LEVY,Levy Acquisition Corp.,9.74,182625000,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/levy
LEVYU,Levy Acquisition Corp.,10.2,191250000,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/levyu
LEVYW,Levy Acquisition Corp.,0.381,0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/levyw
LPHI,Life Partners Holdings Inc,2.27,42329752.36,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/lphi
LNC,Lincoln National Corporation,52.82,13931073016,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/lnc
LYG,Lloyds Banking Group Plc,5.17,92243726717,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/lyg
LNBB,"LNB Bancorp, Inc.",12.02,116172963.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lnbb
L,Loews Corporation,43.62,16859112683,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/l
LABC,"Louisiana Bancorp, Inc.",21.93,62808441.06,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/labc
LPLA,LPL Financial Holdings Inc.,49.06,4933409184,n/a,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lpla
LSBI,LSB Financial Corp.,41.5023,65059171.49,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbi
MBTF,M B T Financial Corp,5.49,124544509.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbtf
MTB,M&T Bank Corporation,124.2,16330888467,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mtb
MCBC,Macatawa Bank Corporation,4.78,161508700.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbc
MFNC,Mackinac Financial Corporation,12.5,69096125,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfnc
BMA,Macro Bank Inc.,41.88,2447823180,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bma
MCBK,"Madison County Financial, Inc.",18.0565,55387988.73,n/a,2012,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mcbk
MGYR,"Magyar Bancorp, Inc.",7.75,45038303.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mgyr
MHLD,"Maiden Holdings, Ltd.",11.91,867693998.4,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhld
MHLDO,"Maiden Holdings, Ltd.",48.0299,158498670,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhldo
MHNA,"Maiden Holdings, Ltd.",26.86,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhna
MHNB,"Maiden Holdings, Ltd.",26.05,0,n/a,2012,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhnb
MHNC,"Maiden Holdings, Ltd.",26.3,0,n/a,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhnc
MSFG,"MainSource Financial Group, Inc.",17.04,348073915.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msfg
MLVF,"Malvern Bancorp, Inc.",10.5,68863966.5,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/mlvf
MN,"Manning & Napier, Inc.",16.76,228760072.4,n/a,2011,Finance,Investment Managers,http://www.nasdaq.com/symbol/mn
MFC,Manulife Financial Corp,20.42,37943868912,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/mfc
MMI,"Marcus & Millichap, Inc.",23.76,870181036.6,n/a,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/mmi
MKL,Markel Corporation,651.25,9097498159,n/a,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mkl
MKTX,"MarketAxess Holdings, Inc.",55.99,2111918276,n/a,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mktx
MRKT,Markit Ltd.,26.05,4659511921,n/a,2014,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mrkt
MRLN,Marlin Business Services Corp.,18.43,238236851,n/a,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/mrln
VAC,Marriot Vacations Worldwide Corporation,57.37,1917444121,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/vac
MMC,"Marsh & McLennan Companies, Inc.",51.43,28265992596,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/mmc
MLP,"Maui Land & Pineapple Company, Inc.",7.3,137087627.1,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/mlp
MBFI,MB Financial Inc.,27.77,1531151685,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfi
MBI,"MBIA, Inc.",10,1952097820,n/a,1987,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mbi
MHFI,"McGraw Hill Financial, Inc.",81.87,22285014000,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mhfi
MIG,"Meadowbrook Insurance Group, Inc.",6.29,315077208.1,n/a,1995,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mig
TAXI,Medallion Financial Corp.,11.44,287858462.3,n/a,1996,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/taxi
MBWM,Mercantile Bank Corporation,19.68,171975805.4,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/mbwm
MBVT,"Merchants Bancshares, Inc.",29.86,188792806.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbvt
MCY,Mercury General Corporation,47.56,2614744977,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mcy
MWRX,MergeWorthRx Corp.,8.65,88238217.5,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/mwrx
EBSB,"Meridian Interstate Bancorp, Inc.",25.73,572035509.5,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/ebsb
IPB,"Merrill Lynch & Co., Inc.",26.2001,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ipb
MER^D,"Merrill Lynch & Co., Inc.",25.67,0,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/mer^d
MER^E,"Merrill Lynch & Co., Inc.",25.81,0,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/mer^e
MER^F,"Merrill Lynch & Co., Inc.",25.8999,0,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/mer^f
PIY,"Merrill Lynch Depositor, Inc.",26.881,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/piy
PZB,"Merrill Lynch Depositor, Inc.",25.36,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pzb
CASH,"Meta Financial Group, Inc.",37.66,230829400.3,n/a,1993,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cash
MET,"MetLife, Inc.",54.75,61625363690,n/a,2000,Finance,Life Insurance,http://www.nasdaq.com/symbol/met
MLU,"MetLife, Inc.",31.45,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/mlu
METR,"Metro Bancorp, Inc",23.71,336189377.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/metr
MTG,MGIC Investment Corporation,7.99,2704741785,n/a,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mtg
MFI,MicroFinancial Incorporated,7.63,110003121.6,n/a,1999,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/mfi
MPB,Mid Penn Bancorp,15.9999,55925762.46,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mpb
MBRG,Middleburg Financial Corporation,18.34,129776499.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbrg
MSL,MidSouth Bancorp,18.59,209821035.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msl
MOFG,"MidWestOne Financial Group, Inc.",23.36,197982797.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mofg
MTU,Mitsubishi UFJ Financial Group Inc,5.85,82839726473,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/mtu
MFG,"Mizuho Financial Group, Inc.",3.93,47651382520,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfg
MC,Moelis & Company,33.81,1735083861,n/a,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/mc
MNRK,"Monarch Financial Holdings, Inc.",11.7,124264881,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mnrk
MRH,Montpelier Re Holdings Ltd.,31.72,1472784437,n/a,2002,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mrh
MCO,Moody&#39;s Corporation,91.62,19579194000,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mco
MS,Morgan Stanley,33.24,65525832637,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ms
MSJ,Morgan Stanley,25.25,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/msj
MSZ,Morgan Stanley,25.27,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msz
MWG,Morgan Stanley,25.17,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mwg
MWO,Morgan Stanley,25.09,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mwo
MWR,Morgan Stanley,25.28,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mwr
MORN,"Morningstar, Inc.",66.49,2974378487,n/a,2005,Finance,Investment Managers,http://www.nasdaq.com/symbol/morn
MOVE,"Move, Inc.",14.13,559215973.3,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/move
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,18.782,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hjv
MSBF,MSB Financial Corp.,8.011,40138610.81,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/msbf
MFSF,MutualFirst Financial Inc.,19.345,137901780.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfsf
NASB,NASB Financial Inc.,22.9,180168360.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nasb
NBHC,National Bank Holdings Corporation,19.73,869010316.3,n/a,2012,Finance,Major Banks,http://www.nasdaq.com/symbol/nbhc
NBG,National Bank of Greece SA,3.49,12330692212,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/nbg
NKSH,"National Bankshares, Inc.",29.6,205660030.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nksh
NGHC,National General Holdings Corp,17.84,1665264096,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghc
NGHCP,National General Holdings Corp,25.05,55110000,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghcp
NATL,National Interstate Corporation,28.01,553343292.1,n/a,2005,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/natl
NPBC,"National Penn Bancshares, Inc.",10.49,1459871691,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/npbc
NSEC,"National Security Group, Inc.",11.95,29809036,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/nsec
NWLI,National Western Life Insurance Company,247.83,900803810,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/nwli
NSM,Nationstar Mortgage Holdings Inc.,32.09,2913014644,n/a,2012,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nsm
NW^C,Natl Westminster Pfd,26.17,0,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/nw^c
NVSL,Naugatuck Valley Financial Corporation,8.15,57067995.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nvsl
NAVI,Navient Corporation,17.87,7495365262,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/navi
NBTF,NB&T FINANCIAL GROUP INC,21,72020760,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/nbtf
NBTB,NBT Bancorp Inc.,23.2,1013593825,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbtb
NNI,"Nelnet, Inc.",41.59,1934348696,n/a,2003,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nni
UEPS,"Net 1 UEPS Technologies, Inc.",10.78,540976426.8,n/a,2005,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ueps
NHTB,"New Hampshire Thrift Bancshares, Inc.",15,123467010,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nhtb
NYCB,"New York Community Bancorp, Inc.",16.05,7104638623,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/nycb
NYMTP,"New York Mortgage Trust, Inc.",24.04,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nymtp
NBBC,NewBridge Bancorp,7.36,270905695,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbbc
NEWS,"NewStar Financial, Inc.",12.05,590655585.1,n/a,2006,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/news
NICK,"Nicholas Financial, Inc.",13.29,163117924.9,n/a,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/nick
NMIH,NMI Holdings Inc,10.12,589288652.5,n/a,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nmih
NOAH,Noah Holdings Ltd.,15.32,847136742.2,n/a,2010,Finance,Investment Managers,http://www.nasdaq.com/symbol/noah
NMR,Nomura Holdings Inc ADR,6.54,24313303221,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/nmr
NOVB,North Valley Bancorp,21.18,144796286.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/novb
NBN,Northeast Bancorp,9.41,98155653.54,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbn
NECB,"Northeast Community Bancorp, Inc.",7.026,85033675.59,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/necb
NTRS,Northern Trust Corporation,67.13,15874974766,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ntrs
NFBK,"Northfield Bancorp, Inc.",12.97,694610490.1,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nfbk
NRIM,Northrim BanCorp Inc,24.67,168443404.9,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nrim
NSAM,"NorthStar Asset Management Group, Inc.",18.88,0,n/a,2014,Finance,Real Estate,http://www.nasdaq.com/symbol/nsam
NWBI,"Northwest Bancshares, Inc.",12.69,1201088120,n/a,2009,Finance,Major Banks,http://www.nasdaq.com/symbol/nwbi
NWFL,Norwood Financial Corp.,29,105501159,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nwfl
CFD,Nuveen Diversified Commodity Fund,16.122,148434286.7,n/a,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cfd
CTF,Nuveen Long/Short Commodity Total Return Fund,15.7228,279171521.2,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ctf
OVLY,Oak Valley Bancorp (CA),9.935,80188911.93,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ovly
OAK,"Oaktree Capital Group, LLC",50.04,7641244459,n/a,2012,Finance,Investment Managers,http://www.nasdaq.com/symbol/oak
OBAF,"OBA Financial Services, Inc.",22.04,88997652.24,n/a,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/obaf
OSHC,Ocean Shore Holding Co.,14.5901,98586356.19,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/oshc
OCFC,OceanFirst Financial Corp.,16.26,281913798.7,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ocfc
OZM,Och-Ziff Capital Management Group LLC,14.1,6663317469,n/a,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/ozm
OFED,Oconee Federal Financial Corp.,17.41,101602932,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ofed
OCN,Ocwen Financial Corporation,35.85,4835447928,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ocn
OFG,OFG Bancorp,17.13,771049547.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ofg
OFG^A,OFG Bancorp,23.6999,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ofg^a
OVBC,Ohio Valley Banc Corp.,22.85,93656506.05,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ovbc
OLBK,"Old Line Bancshares, Inc.",14.52,156603572.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/olbk
ONB,Old National Bancorp,13.87,1467770752,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/onb
OPOF,Old Point Financial Corporation,15.25,75624887.25,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/opof
ORI,Old Republic International Corporation,15.51,4041075672,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ori
OSBC,"Old Second Bancorp, Inc.",4.79,141029613.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/osbc
OSBCP,"Old Second Bancorp, Inc.",9.9308,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/osbcp
OABC,"OmniAmerican Bancorp, Inc.",24.9,287638126.8,n/a,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/oabc
OB,"OneBeacon Insurance Group, Ltd.",15.7,1496153276,n/a,2006,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ob
ONFC,Oneida Financial Corp.,13.35,93646645.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/onfc
OPY,"Oppenheimer Holdings, Inc.",23.04,313777290.2,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/opy
OBAS,Optibase Ltd.,6.5,33692912.5,n/a,1999,Finance,Real Estate,http://www.nasdaq.com/symbol/obas
OPHC,"OptimumBank Holdings, Inc.",1.3654,11177079.75,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ophc
ORIT,Oritani Financial Corp.,15.09,690429006.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/orit
IX,Orix Corp Ads,78.39,20738507605,n/a,n/a,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/ix
ORRF,Orrstown Financial Services Inc,16.07,130324775.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/orrf
OXBR,Oxbridge Re Holdings Limited,7.07,42420000,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/oxbr
OXBRW,Oxbridge Re Holdings Limited,1.29,0,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/oxbrw
PCBK,Pacific Continental Corporation (Ore),13.72,246699704.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pcbk
PMBC,Pacific Mercantile Bancorp,6.65,127985747.1,n/a,2000,Finance,Major Banks,http://www.nasdaq.com/symbol/pmbc
PPBI,Pacific Premier Bancorp Inc,14.36,247350669.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ppbi
PACW,PacWest Bancorp,41.45,4225866007,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pacw
PLMT,"Palmetto Bancshares, Inc. (SC)",12.69,162336939.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/plmt
PRK,Park National Corporation,74.6,1148275726,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/prk
PSTB,Park Sterling Corporation,6.94,309958686.9,n/a,2010,Finance,Major Banks,http://www.nasdaq.com/symbol/pstb
PKBK,"Parke Bancorp, Inc.",11.45,68606785.55,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pkbk
PRE,PartnerRe Ltd.,108.94,5503343986,n/a,1993,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/pre
PBHC,"Pathfinder Bancorp, Inc.",15,39347730,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/pbhc
PNBK,Patriot National Bancorp Inc.,1.99,77929647.73,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pnbk
PLCC,Paulson Capital (Delaware) Corp.,0.85,6624269.3,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/plcc
PGC,Peapack-Gladstone Financial Corporation,19.29,232134953.4,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/pgc
PWOD,"Penns Woods Bancorp, Inc.",42.91,206834953.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pwod
PFSI,"PennyMac Financial Services, Inc.",15.12,321948239.8,n/a,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pfsi
PEBO,Peoples Bancorp Inc.,23.94,260944587.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pebo
PEBK,"Peoples Bancorp of North Carolina, Inc.",16.9799,95378220.79,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pebk
PEOP,"Peoples Federal Bancshares, Inc.",18.37,115125451.3,n/a,2010,Finance,Banks,http://www.nasdaq.com/symbol/peop
PFBX,Peoples Financial Corporation,13.3,68138373.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pfbx
PFIS,Peoples Financial Services Corporation,49.11,370699861.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pfis
PBCT,"People&#39;s United Financial, Inc.",14.98,4646206971,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pbct
PHH,PHH Corp,24.2,1388686895,n/a,2002,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/phh
PFX,"Phoenix Companies, Inc. (The)",24.29,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/pfx
PNX,"Phoenix Companies, Inc. (The)",47.24,269268000,n/a,2001,Finance,Life Insurance,http://www.nasdaq.com/symbol/pnx
PICO,PICO Holdings Inc.,22.41,509768449.7,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/pico
PNFP,"Pinnacle Financial Partners, Inc.",36.99,1315659987,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pnfp
PJC,Piper Jaffray Companies,51.95,845093144.4,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/pjc
PTP,"Platinum Underwriters Holdings, Ltd",61.32,1624346503,n/a,2002,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ptp
PLBC,Plumas Bancorp,7.7,36880220.3,n/a,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/plbc
PNC,"PNC Financial Services Group, Inc. (The)",84.82,45304801254,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pnc
PBSK,"Poage Bankshares, Inc.",14.45,56425573.8,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pbsk
PBCP,"Polonia Bancorp, Inc.",10.35,35270481.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pbcp
BPOP,"Popular, Inc.",33.42,3458171830,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpop
BPOPM,"Popular, Inc.",20.5127,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpopm
BPOPN,"Popular, Inc.",21.33,255960000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpopn
PBIB,"Porter Bancorp, Inc.",1.04,13410505.68,n/a,2006,Finance,Major Banks,http://www.nasdaq.com/symbol/pbib
PRAA,"Portfolio Recovery Associates, Inc.",60,3003600300,n/a,2002,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/praa
PYB,PPlus Trust,25.45,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pyb
PYS,PPlus Trust,23.15,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pys
PYT,PPlus Trust,20.03,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pyt
PJL,Preferred Plus Trust Ser QWS 2 Tr Ctf,26.19,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pjl
PJS,Preferred Plus Trust Ser QWS 2 Tr Ctf,25.69,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pjs
PFBI,"Premier Financial Bancorp, Inc.",16.04,129519455.2,n/a,1996,Finance,Major Banks,http://www.nasdaq.com/symbol/pfbi
PRI,"Primerica, Inc.",46.82,2547738954,n/a,2010,Finance,Life Insurance,http://www.nasdaq.com/symbol/pri
PFG,Principal Financial Group Inc,51.79,15238226649,n/a,2001,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/pfg
PVTB,"PrivateBancorp, Inc.",29.23,2327859750,n/a,1999,Finance,Major Banks,http://www.nasdaq.com/symbol/pvtb
PVTBP,"PrivateBancorp, Inc.",26.51,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pvtbp
PVTD,"PrivateBancorp, Inc.",25.91,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pvtd
PRA,ProAssurance Corporation,44.7,2653970239,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pra
PGR,Progressive Corporation (The),24.19,14320627632,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pgr
PB,"Prosperity Bancshares, Inc.",60.78,4238287256,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pb
PL,Protective Life Corporation,69.4,5471974721,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/pl
PLP,Protective Life Corporation,20.54,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/plp
PROV,"Provident Financial Holdings, Inc.",14.5,135027900.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/prov
PFS,"Provident Financial Services, Inc",16.7,1006575216,n/a,2003,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pfs
PBIP,"Prudential Bancorp, Inc.",11.65,111197024.9,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/pbip
PFK,"Prudential Financial, Inc.",26.26,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/pfk
PJH,"Prudential Financial, Inc.",25.11,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/pjh
PRH,"Prudential Financial, Inc.",24.86,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/prh
PRU,"Prudential Financial, Inc.",88.92,41081040000,n/a,2001,Finance,Life Insurance,http://www.nasdaq.com/symbol/pru
PUK,Prudential Public Limited Company,47.47,60909409048,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/puk
